Timestamp,EDA,Note,AGG,ED,SIB,Condition
1582311660000,0,0,0,0,0,0
1582311660250,0,0,0,0,0,0
1582311660500,0,0,0,0,0,0
1582311660750,0,1,0,0,0,0
1582311661000,0,1,0,0,0,0
1582311661250,0,0,0,0,0,0
1582311661500,0,0,0,0,0,0
1582311661750,0,0,0,0,0,0
1582311662000,0,0,0,0,0,0
1582311662250,0,0,0,0,0,0
1582311662500,0,0,0,0,0,0
1582311662750,0,0,0,0,0,0
1582311663000,0,0,0,0,0,0
1582311663250,0,0,0,0,0,0
1582311663500,0,0,0,0,0,0
1582311663750,0,0,0,0,0,0
1582311664000,0,0,0,0,0,0
1582311664250,0,0,0,0,0,0
1582311664500,0,0,0,0,0,0
1582311664750,0,0,0,0,0,0
1582311665000,0,0,0,0,0,0
1582311665250,0,0,0,0,0,0
1582311665500,0,0,0,0,0,0
1582311665750,0,0,0,0,0,0
1582311666000,0,0,0,0,0,0
1582311666250,0.848756,0,0,0,0,0
1582311666500,1.19339,0,0,0,0,0
1582311666750,1.455894,0,0,0,0,0
1582311667000,1.463575,0,0,0,0,0
1582311667250,1.473817,0,0,0,0,0
1582311667500,1.444472,0,0,0,0,0
1582311667750,1.455993,0,0,0,0,0
1582311668000,1.455993,0,0,0,0,0
1582311668250,1.464955,0,0,0,0,0
1582311668500,1.479037,0,0,0,0,0
1582311668750,1.521282,0,0,0,0,0
1582311669000,1.563528,0,0,0,0,0
1582311669250,1.599373,0,0,0,0,0
1582311669500,1.664662,0,0,0,0,0
1582311669750,1.660821,0,0,0,0,0
1582311670000,1.687705,0,0,0,0,0
1582311670250,1.72611,0,0,0,0,0
1582311670500,1.755554,0,0,0,0,0
1582311670750,1.781158,0,0,0,0,0
1582311671000,1.79652,0,0,0,0,0
1582311671250,1.801641,0,0,0,0,0
1582311671500,1.808042,0,0,0,0,0
1582311671750,1.809322,0,0,0,0,0
1582311672000,1.806761,0,0,0,0,0
1582311672250,1.809322,0,0,0,0,0
1582311672500,1.79652,0,0,0,0,0
1582311672750,1.786279,0,0,0,0,0
1582311673000,1.782438,0,0,0,0,0
1582311673250,1.783718,0,0,0,0,0
1582311673500,1.783718,0,0,0,0,0
1582311673750,1.787559,0,0,0,0,0
1582311674000,1.79524,0,0,0,0,0
1582311674250,1.787559,0,0,0,0,0
1582311674500,1.792679,0,0,0,0,0
1582311674750,1.787559,0,0,0,0,0
1582311675000,1.802921,0,0,0,0,0
1582311675250,1.825964,0,0,0,0,0
1582311675500,1.855408,0,0,0,0,0
1582311675750,1.888692,0,0,0,0,0
1582311676000,1.888692,0,0,0,0,0
1582311676250,1.887412,0,0,0,0,0
1582311676500,1.878451,0,0,0,0,0
1582311676750,1.902774,0,0,0,0,0
1582311677000,1.927098,0,0,0,0,0
1582311677250,1.932219,0,0,0,0,0
1582311677500,1.936059,0,0,0,0,0
1582311677750,1.9399,0,0,0,0,0
1582311678000,1.923257,0,0,0,0,0
1582311678250,1.919417,0,0,0,0,0
1582311678500,1.919417,0,0,0,0,0
1582311678750,1.906615,0,0,0,0,0
1582311679000,1.906615,0,0,0,0,0
1582311679250,1.909175,0,0,0,0,0
1582311679500,1.902774,0,0,0,0,0
1582311679750,1.896374,0,0,0,0,0
1582311680000,1.881011,0,0,0,0,0
1582311680250,1.878451,0,0,0,0,0
1582311680500,1.877171,0,0,0,0,0
1582311680750,1.875891,0,0,0,0,0
1582311681000,1.87077,0,0,0,0,0
1582311681250,1.875891,0,0,0,0,0
1582311681500,1.895093,0,0,0,0,0
1582311681750,1.910456,0,0,0,0,0
1582311682000,1.86693,0,0,0,0,0
1582311682250,1.865649,0,0,0,0,0
1582311682500,1.87333,0,0,0,0,0
1582311682750,1.877171,0,0,0,0,0
1582311683000,1.887412,0,0,0,0,0
1582311683250,1.881011,0,0,0,0,0
1582311683500,1.877171,0,0,0,0,0
1582311683750,1.881011,0,0,0,0,0
1582311684000,1.881011,0,0,0,0,0
1582311684250,1.887412,0,0,0,0,0
1582311684500,1.883572,0,0,0,0,0
1582311684750,1.889973,0,0,0,0,0
1582311685000,1.902774,0,0,0,0,0
1582311685250,1.904055,0,0,0,0,0
1582311685500,1.915576,0,0,0,0,0
1582311685750,1.915576,0,0,0,0,0
1582311686000,1.930938,0,0,0,0,0
1582311686250,1.960382,0,0,0,0,0
1582311686500,1.954181,0,0,0,0,0
1582311686750,1.963142,0,0,0,0,0
1582311687000,1.983625,0,0,0,0,0
1582311687250,2.010508,0,0,0,0,0
1582311687500,2.013069,0,0,0,0,0
1582311687750,2.019469,0,0,0,0,0
1582311688000,2.015629,0,0,0,0,0
1582311688250,2.02203,0,0,0,0,0
1582311688500,2.011788,0,0,0,0,0
1582311688750,2.007948,0,0,0,0,0
1582311689000,1.998987,0,0,0,0,0
1582311689250,1.990026,0,0,0,0,0
1582311689500,1.984905,0,0,0,0,0
1582311689750,1.975944,0,0,0,0,0
1582311690000,1.974663,0,0,0,0,0
1582311690250,1.974663,0,0,0,0,0
1582311690500,1.970823,0,0,0,0,0
1582311690750,1.959301,0,0,0,0,0
1582311691000,1.965702,0,0,0,0,0
1582311691250,1.965702,0,0,0,0,0
1582311691500,1.961862,0,0,0,0,0
1582311691750,1.955461,0,0,0,0,0
1582311692000,1.968263,0,0,0,0,0
1582311692250,1.984905,0,0,0,0,0
1582311692500,1.992586,0,0,0,0,0
1582311692750,2.010508,0,0,0,0,0
1582311693000,2.02331,0,0,0,0,0
1582311693250,2.045073,0,0,0,0,0
1582311693500,2.065556,0,0,0,0,0
1582311693750,2.079638,0,0,0,0,0
1582311694000,2.082198,0,0,0,0,0
1582311694250,2.088599,0,0,0,0,0
1582311694500,2.083478,0,0,0,0,0
1582311694750,2.101401,0,0,0,0,0
1582311695000,2.109082,0,0,0,0,0
1582311695250,2.100121,0,0,0,0,0
1582311695500,2.09756,0,0,0,0,0
1582311695750,2.148767,0,0,0,0,0
1582311696000,2.198694,0,0,0,0,0
1582311696250,2.230698,0,0,0,0,0
1582311696500,2.272944,0,0,0,0,0
1582311696750,2.297267,0,0,0,0,0
1582311697000,2.320311,0,0,0,0,0
1582311697250,2.307509,0,0,0,0,0
1582311697500,2.225578,0,0,0,0,0
1582311697750,2.216616,0,0,0,0,0
1582311698000,2.212776,0,0,0,0,0
1582311698250,2.211496,0,0,0,0,0
1582311698500,2.230698,0,0,0,0,0
1582311698750,2.255022,0,0,0,0,0
1582311699000,2.263983,0,0,0,0,0
1582311699250,2.257582,0,0,0,0,0
1582311699500,2.263983,0,0,0,0,0
1582311699750,2.290867,0,0,0,0,0
1582311700000,2.325431,0,0,0,0,0
1582311700250,2.412483,0,0,0,0,0
1582311700500,2.494414,0,0,0,0,0
1582311700750,2.561868,0,0,0,0,0
1582311701000,2.638678,0,0,0,0,0
1582311701250,2.6502,0,0,0,0,0
1582311701500,2.700127,0,0,0,0,0
1582311701750,2.684765,0,0,0,0,0
1582311702000,2.6502,0,0,0,0,0
1582311702250,2.566989,0,0,0,0,0
1582311702500,2.616915,0,0,0,0,0
1582311702750,2.669403,0,0,0,0,0
1582311703000,2.604114,0,0,0,0,0
1582311703250,2.606674,0,0,0,0,0
1582311703500,2.598993,0,0,0,0,0
1582311703750,2.606674,0,0,0,0,0
1582311704000,2.584911,0,0,0,0,0
1582311704250,2.569549,0,0,0,0,0
1582311704500,2.547786,0,0,0,0,0
1582311704750,2.533704,0,0,0,0,0
1582311705000,2.519622,0,0,0,0,0
1582311705250,2.523463,0,0,0,0,0
1582311705500,2.523463,0,0,0,0,0
1582311705750,2.515782,0,0,0,0,0
1582311706000,2.518342,0,0,0,0,0
1582311706250,2.50682,0,0,0,0,0
1582311706500,2.541385,0,0,0,0,0
1582311706750,2.528583,0,0,0,0,0
1582311707000,2.486338,0,0,0,0,0
1582311707250,2.523463,0,0,0,0,0
1582311707500,2.549066,0,0,0,0,0
1582311707750,2.545226,0,0,0,0,0
1582311708000,2.541385,0,0,0,0,0
1582311708250,2.564428,0,0,0,0,0
1582311708500,2.546506,0,0,0,0,0
1582311708750,2.556747,0,0,0,0,0
1582311709000,2.524743,0,0,0,0,0
1582311709250,2.563148,0,0,0,0,0
1582311709500,2.543946,0,0,0,0,0
1582311709750,2.533704,0,0,0,0,0
1582311710000,2.523463,0,0,0,0,0
1582311710250,2.494019,0,0,0,0,0
1582311710500,2.383924,0,0,0,0,0
1582311710750,2.409527,0,0,0,0,0
1582311711000,2.401846,0,0,0,0,0
1582311711250,2.499139,0,0,0,0,0
1582311711500,2.481217,0,0,0,0,0
1582311711750,2.523463,0,0,0,0,0
1582311712000,2.519622,0,0,0,0,0
1582311712250,2.536264,0,0,0,0,0
1582311712500,2.546506,0,0,0,0,0
1582311712750,2.559308,0,0,0,0,0
